Starting the artificial neural network
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.89, time = 0.01s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.57, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.59, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.59, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.60, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.61, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.60, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.58, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.57, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.58, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.58, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.57, time = 0.03s
Attempting feature set: ['liveness', 'speechiness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.35, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.00, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.95, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.92, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.91, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.93, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.91, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.89, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.86, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.86, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.86, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.90, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.89, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.92, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.90, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.89, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.88, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'speechiness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.22, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.95, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.90, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.87, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.84, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.82, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.83, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.83, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.80, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.82, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.85, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.80, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.80, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.84, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.82, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.83, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.80, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.84, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.80, time = 0.03s
Attempting feature set: ['energy', 'speechiness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.52, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.31, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.18, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.17, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.17, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.16, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.14, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.11, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.11, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.15, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.14, time = 0.03s
Attempting feature set: ['danceability', 'speechiness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.57, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.37, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.30, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.25, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.25, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.25, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.25, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.23, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.21, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.21, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.19, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.21, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.19, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.19, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.19, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.19, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.21, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.22, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.21, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.21, time = 0.03s
Attempting feature set: ['speechiness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.83, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.63, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.53, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.47, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.45, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.44, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.44, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.45, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.44, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.42, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.14, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.98, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.93, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.92, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.91, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.85, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.84, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.86, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.85, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.86, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.86, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.86, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.89, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.90, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.87, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.88, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.87, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.39, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.22, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.18, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.10, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.04, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.10, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.06, time = 0.03s
Attempting feature set: ['danceability', 'liveness', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.44, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.25, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.20, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.16, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.16, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.16, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.11, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.11, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.13, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.16, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.16, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.14, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.13, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.13, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.12, time = 0.03s
Attempting feature set: ['liveness', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.75, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.60, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.53, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.50, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.45, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.45, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.45, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.51, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.47, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.61, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.46, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.43, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.41, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.39, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.39, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.34, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.34, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.34, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.34, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.36, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.40, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.34, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.40, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.35, time = 0.03s
Attempting feature set: ['energy', 'loudness', 'tempo', 'valence', 'instrumentalness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.92, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.72, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.72, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.72, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.70, time = 0.03s
